id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
36276236,Apartamento completo vip”solo para los huéspedes”,420208773,Ivan,Fingal County Council,Howth-Malahide LEA-7,53.45181,-6.19856,Entire home/apt,203,1,2,2024-08-30,2,1,209,2
36283070,Beautiful 3 Bed Family Home - Beside Airport,236583579,Celine,Fingal County Council,Howth-Malahide LEA-7,53.4415,-6.20083,Entire home/apt,270,7,7,2024-08-08,0.11,1,77,1
36283400,Twin Bedded room €90 per night Lite Breakfast Rm 1,23860388,Conor,Fingal County Council,Howth-Malahide LEA-7,53.38322067,-6.094991207,Private room,90,2,109,2024-09-02,1.23,1,293,12
36283456,Family Room @ Gleann-Na-Smol,428060553,Sean,Fingal County Council,Howth-Malahide LEA-7,53.38405,-6.05924,Private room,110,1,12,2023-04-10,0.35,4,288,0
36285125,Double Room @ Gleann-Na-Smol,428060553,Sean,Fingal County Council,Howth-Malahide LEA-7,53.38394,-6.05992,Private room,110,1,30,2024-08-18,0.87,4,313,5
36286961,Double room ensuite bathroom with breakfast,17551909,Emer,Fingal County Council,Howth-Malahide LEA-7,53.37833,-6.064,Private room,100,1,319,2024-09-06,3.59,1,208,48
36294345,Charming room with harbour view.,10148585,Sinead,Fingal County Council,Howth-Malahide LEA-7,53.387415,-6.0684816,Private room,109,1,13,2024-09-01,5.91,1,13,13
36298247,Double or Twin @ Gleann-Na-Smol,428060553,Sean,Fingal County Council,Howth-Malahide LEA-7,53.38374,-6.06048,Private room,110,1,11,2023-12-26,0.32,4,257,1
36298249,Double room @ Gleann-Na-Smol,428060553,Sean,Fingal County Council,Howth-Malahide LEA-7,53.3835,-6.06078,Private room,110,1,10,2024-03-13,0.29,4,270,3
36298254,"Seaview Penthouse Room, Private Bathroom & Balcony",16630125,Markus,Fingal County Council,Howth-Malahide LEA-7,53.44291732,-6.134463977,Private room,134,2,42,2024-09-03,2.31,1,140,28
36298297,Bespoke Beach Haven luxury Bliss,578993881,Audrey,Fingal County Council,Howth-Malahide LEA-7,53.4331793,-6.126183511,Private room,120,2,5,2024-08-19,1.92,1,134,5
36299711,"Large, Newly updated 3BD Duplex, 20Min to Airport",548830634,James,Fingal County Council,Ongar LEA-5,53.39676507,-6.439370563,Entire home/apt,221,2,2,2024-08-26,2,23,74,2
36305753,Clean Dublin Apartment (4 guests),112146961,David A,Fingal County Council,Ongar LEA-5,53.3924296,-6.4373711,Entire home/apt,140,2,11,2024-09-10,1.82,1,314,11
36306423,Adorable 2 Double Bedroom Suite w/ Parking,147893365,Zulfiqar,Fingal County Council,Ongar LEA-5,53.40065,-6.42971,Entire home/apt,280,1,45,2022-09-24,1.2,1,92,0
36313551,Lovely spacious 2 bedroom apartment .,445641203,Lloyd,Fingal County Council,Ongar LEA-5,53.39868,-6.43956,Entire home/apt,140,1,87,2024-08-21,2.85,1,311,20
36331301,Cozy Studio Apartment,560461432,Vishudhdhibahen,Fingal County Council,Ongar LEA-5,53.3913745,-6.430455476,Entire home/apt,110,1,2,2024-04-15,0.34,1,104,2
36335673,AYOS Studio Apartment,88494073,Dotun,Fingal County Council,Ongar LEA-5,53.39869,-6.44012,Entire home/apt,110,1,7,2024-08-21,0.37,1,362,4
36337560,Stonebridge House,35098622,Derek,Fingal County Council,Ongar LEA-5,53.38966,-6.42145,Private room,76,1,89,2024-08-16,0.99,2,74,2
36342163,Entire furnished home in Dublin close to Airport,358593227,David,Fingal County Council,Castleknock LEA-6,53.38289,-6.39827,Entire home/apt,210,2,1,2024-09-08,1,1,45,1
36345134,Newly renovated cosy home!,582908179,Catherine,Fingal County Council,Castleknock LEA-6,53.3736013,-6.3747358,Entire home/apt,194,1,6,2024-09-02,2.14,2,203,6
36349321,4 bed private semi-detached,77676625,Breda,Fingal County Council,Castleknock LEA-6,53.37978905,-6.358001999,Entire home/apt,330,3,46,2024-09-03,2.67,1,298,24
36349337,Clonsilla Dublin 15 - 4 Bedrooms,7069462,Micheal,Fingal County Council,Castleknock LEA-6,53.38321,-6.41385,Entire home/apt,303,2,158,2024-08-28,1.53,16,344,31
36351139,Dublin City centre just a short bus journey away,503263687,Maura,Fingal County Council,Castleknock LEA-6,53.36955771,-6.397623204,Entire home/apt,240,7,1,2023-08-27,0.08,1,255,0
36353947,Bunratty Castle Mews Guesthouse,159447,Dolores,Clare County Council,Shannon LEA-7,52.70342,-8.81766,Private room,95,1,490,2024-09-10,2.86,1,344,25
36376199,Friendly Family wants you,70641305,Siobhan,Fingal County Council,Castleknock LEA-6,53.36828,-6.39774,Entire home/apt,170,8,1,2018-10-01,0.01,2,358,0
36377135,Fabulous en-suite in penthouse,447343700,Leona,Fingal County Council,Castleknock LEA-6,53.3669374,-6.3579188,Private room,100,1,2,2023-10-29,0.18,4,204,2
36395584,Comfortable & Friendly Stay / Dublin Airport,87564545,John,Fingal County Council,Swords LEA-7,53.4544344,-6.2584089,Private room,103,1,58,2024-09-06,4.52,2,216,55
36396600,Bright private room w/bathroom,9323608,Katie,Fingal County Council,Swords LEA-7,53.406228,-6.2474073,Private room,85,1,30,2024-09-02,5,1,19,30
36404964,Apartment in Santry Northwood,581560605,Thomas,Fingal County Council,Swords LEA-7,53.40456675,-6.251975873,Entire home/apt,182,3,18,2024-08-25,6.07,1,12,18
36410671,"Santry, Dublin 9",417510213,Eibhlin,Fingal County Council,Swords LEA-7,53.4029,-6.23814,Entire home/apt,95,14,2,2024-08-18,0.78,2,291,2
36430612,The courtyard,536616343,James,Fingal County Council,Swords LEA-7,53.40291,-6.23944,Entire home/apt,190,2,63,2024-09-07,5.31,1,237,63
36465309,Carlton Cabin - 7mins to Airport and Ryanair HQ,120494240,Roger,Fingal County Council,Swords LEA-7,53.45321,-6.22399,Entire home/apt,100,1,754,2024-09-11,8.78,1,264,196
36468514,Mazebil is part of our Private House,214828241,Ginny,Fingal County Council,Swords LEA-7,53.45366,-6.22557,Entire home/apt,90,1,529,2024-09-04,7.32,1,213,121
36484690,"Longterm-Near City, Airport,Motorways,Golf Clubs",76330188,Pat,Fingal County Council,Swords LEA-7,53.40136,-6.23761,Entire home/apt,103,22,9,2024-08-31,0.54,3,156,6
36484982,Ensuite double bedroom - near to the airport,4289593,Kristiane,Fingal County Council,Swords LEA-7,53.46197,-6.23521,Private room,81,1,31,2024-09-06,11.2,1,192,31
36496667,Private Twin Room 10 minutes from the airport,48474202,Patricia,Fingal County Council,Swords LEA-7,53.45878476,-6.231048515,Private room,80,1,9,2024-09-11,9,2,161,9
36501852,Cozy rooms near airport Dublin (Blue Room),67046877,Debora & Bruno,Fingal County Council,Swords LEA-7,53.46980603,-6.239792831,Private room,75,1,6,2024-09-11,6,2,234,6
36502127,Cosy Double room just 3 km from airport,148953396,Marjo,Fingal County Council,Swords LEA-7,53.44767,-6.23157,Private room,89,1,432,2024-09-02,5.59,3,27,81
36505450,Cozy rooms near airport dublin (Green Room),67046877,Debora & Bruno,Fingal County Council,Swords LEA-7,53.469,-6.23989,Private room,75,1,17,2024-09-08,9.44,2,233,17
36505710,AIRPORT IS  7 MIN DRIVE/5 MIN WALK SWORDS MAIN ST,83594599,Jacinta,Fingal County Council,Swords LEA-7,53.45309,-6.22616,Private room,88,1,413,2024-09-05,5.59,2,2,46
36506174,Cozy Private Room near Airport,529704899,Olly,Fingal County Council,Swords LEA-7,53.40235,-6.2414279,Private room,103,2,19,2024-08-30,1.48,1,249,14
36509082,Private room 10mins from airport,48474202,Patricia,Fingal County Council,Swords LEA-7,53.45888798,-6.232911385,Private room,81,1,80,2024-09-11,7.16,2,153,80
36509710,Airport 10 mins away elegant double room en-suite,173000763,Joan,Fingal County Council,Swords LEA-7,53.46681,-6.23352,Private room,85,1,102,2024-09-08,4.13,1,346,53
36509829,Room 10 mins from Dublin Airport,357522356,Teniola,Fingal County Council,Swords LEA-7,53.4754791,-6.2362917,Private room,97,1,2,2024-08-31,2,1,360,2
36517114,Quiet cozy home close to the airport.,15189624,Des,Fingal County Council,Swords LEA-7,53.45203723,-6.230384395,Private room,80,1,306,2024-09-09,3.48,1,61,46
36539353,Home away from home,543987338,Heather,Fingal County Council,Swords LEA-7,53.489672,-6.297749,Private room,129,1,94,2024-09-08,8.95,1,239,94
36543945,"Double Room, 10 mins from airport",39020603,Adrienne,Fingal County Council,Swords LEA-7,53.45344,-6.2323,Private room,88,1,255,2024-09-08,2.29,2,72,34
36551261,Nice double bed for one person.,413309472,Müzeyyen,Fingal County Council,Swords LEA-7,53.40241,-6.2379,Private room,105,1,1,2024-08-16,1,1,11,1
36552498,Large Private Room near Dublin Airport,57859087,Danielle,Fingal County Council,Swords LEA-7,53.47097347,-6.232589073,Private room,80,28,1,2024-02-26,0.15,1,49,1
36557835,Cheerful bedroom available in Swords#2,57845028,Brian,Fingal County Council,Swords LEA-7,53.4621,-6.23583,Private room,89,2,10,2024-09-07,0.4,2,159,6
36562508,Studio flat,118795249,Michael,Fingal County Council,Swords LEA-7,53.44657189,-6.208196114,Entire home/apt,109,1,28,2024-09-11,9.88,1,7,28
36562570,Cosy double bedroom near the airport,48907728,Douglas,Fingal County Council,Swords LEA-7,53.40622587,-6.246653302,Private room,87,2,14,2024-09-02,3.04,1,13,14
36580263,Studio on a budget just 9 min from Dublin airport,177186656,Sonia,Fingal County Council,Swords LEA-7,53.4602507,-6.2425339,Entire home/apt,96,1,56,2024-09-08,5.51,1,172,56
36582213,Near Dublin Airport Double Bedroom  Swords,545542658,Carol,Fingal County Council,Swords LEA-7,53.45349659,-6.248609408,Private room,90,1,5,2024-08-31,5,3,204,5
36593592,Tranquil rural location.,499023924,Marie And Jim,Fingal County Council,Swords LEA-7,53.47106,-6.28191,Private room,118,1,97,2024-09-08,5.21,3,143,41
36596703,Double room at Dublin airport,20827905,Roshan,Fingal County Council,Swords LEA-7,53.4705023,-6.231067,Private room,78,2,38,2024-09-09,1.56,2,160,17
36602470,Double bed room near Dublin Airport,20827905,Roshan,Fingal County Council,Swords LEA-7,53.47162689,-6.230647917,Private room,76,1,17,2024-09-03,4.05,2,247,17
36603348,Private room in a cozy house,167517910,Margot,Fingal County Council,Swords LEA-7,53.4746853,-6.2451197,Private room,100,1,20,2024-08-31,1.2,1,154,15
36615432,Place to Stay less than 10mins to Dublin Airport,66310390,Jenny,Fingal County Council,Swords LEA-7,53.4500675,-6.249339,Private room,100,1,96,2024-09-07,5.98,1,329,68
36616176,Lovely home near airport.,125122317,Katayi,Fingal County Council,Swords LEA-7,53.40592707,-6.25367038,Entire home/apt,598,2,6,2024-07-02,0.39,4,364,4
36618936,"Beautiful, spacious apartment near Dublin Airport",39641908,Siobhan,Fingal County Council,Swords LEA-7,53.48927,-6.29616,Entire home/apt,129,1,68,2024-09-01,0.91,1,9,16
36619214,Double Bedroom,89156390,Teresa,Fingal County Council,Swords LEA-7,53.45993,-6.22565,Private room,75,1,212,2024-08-18,2.16,2,77,15
36620733,Double bedroomSwords/airport5min,9451620,Chris,Fingal County Council,Swords LEA-7,53.44656746,-6.253029518,Private room,111,1,6,2024-06-29,1.01,2,233,6
36625384,5 Person Home ~ 10 mins Drive from Dublin Airport,41189020,Marian,Fingal County Council,Swords LEA-7,53.46453,-6.23354,Private room,180,4,48,2024-08-26,1.26,1,68,11
36627049,Brand New Purpose Built Guest Accommodation,53007169,Debbie,Fingal County Council,Swords LEA-7,53.45367,-6.22492,Entire home/apt,160,2,55,2024-08-25,1.41,1,347,9
36632238,Comfortable Double bed minutes from the Airport,206381284,April,Fingal County Council,Swords LEA-7,53.40117,-6.25613,Private room,75,1,8,2024-08-25,0.16,2,67,3
36653177,Cozy home with all the amenities,519127686,Milana,Fingal County Council,Swords LEA-7,53.47257848,-6.229668846,Private room,79,1,6,2024-06-30,1.88,1,220,6
36654313,Evy's Place,329278975,Carol,Fingal County Council,Swords LEA-7,53.45878181,-6.215859273,Entire home/apt,135,1,44,2024-09-08,3.21,1,164,26
36660074,Near Dublin Airport Cosy home - Twin Room,545542658,Carol,Fingal County Council,Swords LEA-7,53.453882,-6.2479947,Private room,115,1,10,2024-09-05,2.63,3,241,10
36666968,Private En-suite room in a friendly home,125122317,Katayi,Fingal County Council,Swords LEA-7,53.40581323,-6.256874984,Entire home/apt,598,3,2,2024-08-25,0.16,4,364,1
36685291,ChezVous - Cosy 2 bedrooms apartment,447119781,Sonia,Fingal County Council,Swords LEA-7,53.469624,-6.229114,Entire home/apt,150,1,82,2024-09-08,2.67,1,319,13
36686423,Friendly home,13200630,Clare,Fingal County Council,Swords LEA-7,53.44932,-6.23605,Private room,127,1,20,2024-08-31,1.24,1,43,9
36689863,Apartment next to the airport,458580575,Thomas,Fingal County Council,Swords LEA-7,53.40346016,-6.252142139,Private room,90,1,7,2024-05-26,1.16,1,92,7
36696737,Holywell Way Swords,162402361,Ian,Fingal County Council,Swords LEA-7,53.44363022,-6.208499908,Entire home/apt,133,14,28,2024-08-18,0.42,68,171,7
36713172,Family Retreat With Panoramic Lake,61609129,Gillian,Clare County Council,Killaloe LEA-5,52.77994,-8.84415,Entire home/apt,175,7,8,2024-08-20,0.11,1,356,2
36718669,Topsy's Cottage - Guest house,356084789,Patrick,Clare County Council,Killaloe LEA-5,52.79708862,-8.751830101,Entire home/apt,100,2,148,2024-09-01,3.59,2,333,45
36719718,Farm House Bed & Breakfast  between Tulla & Ennis,30004212,Patricia (Trish),Clare County Council,Killaloe LEA-5,52.91188,-8.81925,Private room,85,5,2,2019-09-07,0.03,1,363,0
36722310,"1 Bedroom Guesthouse, free parking on premise",409938133,Eugene,Clare County Council,Killaloe LEA-5,52.8647,-8.76257,Entire home/apt,90,2,55,2024-09-08,1.45,1,363,20
36725377,Renovated Lough Derg Country House near Scarriff,240653203,Connie,Clare County Council,Killaloe LEA-5,52.92481,-8.56584,Entire home/apt,214,3,12,2024-08-22,0.58,2,248,5
36779624,Rustic Irish Glamping Cottage,582806882,Barnaby,Clare County Council,Killaloe LEA-5,52.97742374,-8.370939996,Entire home/apt,77,1,16,2024-09-08,8.89,1,250,16
36785849,Cosy Appartment Centre of Killaloe Leaba 2,160893297,Ann,Clare County Council,Killaloe LEA-5,52.80726,-8.44589,Entire home/apt,92,1,71,2024-09-03,2.65,2,319,29
36787393,"mountshannon getaway ,home from home.",235233446,Anthony,Clare County Council,Killaloe LEA-5,52.93174,-8.42738,Entire home/apt,75,5,41,2024-09-08,1.27,3,318,8
36788006,Luxury Apartment Center of Killaloe Leaba Killaloe,160893297,Ann,Clare County Council,Killaloe LEA-5,52.8052,-8.4447,Entire home/apt,95,1,92,2024-09-05,3.42,2,324,31
36788682,Castleville,571396264,Peter,Clare County Council,Killaloe LEA-5,52.89678246,-8.541051425,Entire home/apt,120,1,15,2024-09-11,10.71,1,78,15
36793547,Orchard Chalet in East Clare,153659785,Darren,Clare County Council,Killaloe LEA-5,52.93493242,-8.69066634,Entire home/apt,80,1,25,2024-08-29,7.35,2,334,25
36795857,Hickeys Hangout Tulla Clare V95P5V0,218784650,Finia,Clare County Council,Killaloe LEA-5,52.8671163,-8.7645205,Entire home/apt,200,2,12,2024-08-11,0.75,1,361,7
36797072,Mayfly Lodge,509427008,Emelyn,Clare County Council,Killaloe LEA-5,52.85318284,-8.499245495,Entire home/apt,150,1,83,2024-09-03,4.89,1,147,52
36798285,Deerpark Holiday cottages Dairy (2),30537820,Fred,Clare County Council,Killaloe LEA-5,52.85814,-8.46983,Entire home/apt,135,4,63,2024-08-18,0.62,2,342,6
36798572,"Charming, HarbourSide Apartment Killaloe, Co Clare",255250880,Susan,Clare County Council,Killaloe LEA-5,52.81289,-8.45375,Entire home/apt,131,2,112,2024-09-08,2.21,1,295,26
36799134,Old Schoolhouse /Tranquility / Peace.,12189295,Bernard,Clare County Council,Killaloe LEA-5,52.8905,-8.82322,Entire home/apt,100,4,47,2024-08-28,1.62,1,10,16
36803327,Forest Hill Farm,356090232,Breda,Clare County Council,Killaloe LEA-5,52.97186,-8.37323,Entire home/apt,95,2,28,2023-08-03,0.73,1,65,0
36803825,The Barn.,218067679,Zita,Clare County Council,Killaloe LEA-5,52.93294,-8.68449,Entire home/apt,145,5,44,2024-08-28,1.64,1,338,15
36832216,8 Alone It Stands,278872502,Rosie,Clare County Council,Killaloe LEA-5,52.8098292,-8.455114067,Entire home/apt,230,2,4,2024-08-18,1.17,1,84,4
36832329,"Craigmyle Cottage, Charm and Beauty woven together",5438085,Carole,Clare County Council,Killaloe LEA-5,52.94648,-8.34385,Entire home/apt,200,3,23,2023-08-25,0.26,3,322,0
36832737,Charming renovated cottage in a rural setting,11257342,Birgit,Clare County Council,Killaloe LEA-5,52.8632654,-8.8234324,Entire home/apt,107,3,68,2024-09-07,4.79,1,104,55
36836263,Unique private retreat in nature-tranquil setting,4634686,Julia,Clare County Council,Killaloe LEA-5,52.926067,-8.648652,Entire home/apt,84,2,40,2024-09-03,0.3,1,10,8
36838805,Home in Tulla Co.Clare Ireland,19455879,Aisling,Clare County Council,Killaloe LEA-5,52.8264928,-8.7510983,Entire home/apt,200,3,11,2024-08-18,0.71,1,142,5
36839177,Cosy Quiet Comfy Bedroom - Own Bathroom - Santry,214117086,Jeanne,Fingal County Council,Swords LEA-7,53.40042,-6.2576,Private room,108,1,161,2024-09-03,4.64,1,169,28
36841714,The Comfy Cottage,441686258,Shane,Fingal County Council,Swords LEA-7,53.4435373,-6.2279774,Private room,90,2,3,2024-08-25,0.5,23,90,3
36842499,Cosy 2  bed Apartment Close to Dublin Airport,80781637,Erica,Fingal County Council,Swords LEA-7,53.4453702,-6.2085803,Entire home/apt,182,1,21,2024-08-25,4.57,1,309,21
36843929,Pre & Post Flight Stop 5m-Airport 20m-DublinCity,37959624,Aidan,Fingal County Council,Swords LEA-7,53.45718847,-6.223411081,Entire home/apt,144,1,165,2024-09-04,12.25,2,268,151
36843974,Dublin Airport luxury house with Airport parking,124728917,Connie,Fingal County Council,Swords LEA-7,53.45282641,-6.261302121,Entire home/apt,376,1,116,2024-09-11,8.15,5,279,103
36855365,Heyward Mews Holiday Homes (Sleeps 6),98759090,Trident Holiday Homes,Fingal County Council,Swords LEA-7,53.48668,-6.26967,Entire home/apt,162,1,24,2024-08-21,0.36,156,300,5
36872270,"Private ensuite bedroom 
3 km from Airport",148953396,Marjo,Fingal County Council,Swords LEA-7,53.44227,-6.2268,Private room,8820,1,46,2020-03-13,0.61,3,10,0
36872273,Heyward Mews Holiday Homes (Sleeps 5),98759090,Trident Holiday Homes,Fingal County Council,Swords LEA-7,53.48632,-6.27143,Entire home/apt,146,1,10,2024-08-19,0.13,156,309,4
36875344,Small Studio !,43926093,Susan,Fingal County Council,Swords LEA-7,53.46618,-6.226,Entire home/apt,115,1,38,2024-08-24,0.64,1,118,11
36881449,"One bedroom with double  bed in swords, co. Dublin",476347237,Paul,Fingal County Council,Swords LEA-7,53.47388,-6.24281,Private room,110,1,2,2023-06-28,0.08,1,365,0
36899041,Swords Luxury ground floor 1 bed apt,106297173,Marian,Fingal County Council,Swords LEA-7,53.4622747,-6.2122741,Entire home/apt,120,2,21,2024-08-05,1.64,1,278,19
36901427,Dublin Contemporary Home with big garden,22091814,Florentina,Fingal County Council,Swords LEA-7,53.47694209,-6.318492666,Entire home/apt,325,3,5,2024-08-10,0.68,9,51,5
36901457,Executive Airport Suite with big garden,25623156,Dumitras,Fingal County Council,Swords LEA-7,53.47736091,-6.2989657,Entire home/apt,250,2,12,2024-08-18,0.62,1,64,7
36901598,Spacious 3 Bedroom Apartment In Swords,483024454,Lucas,Fingal County Council,Swords LEA-7,53.47067,-6.23171,Entire home/apt,144,3,12,2024-09-09,0.73,60,291,8
36902059,Spacious double bedroom near airport,463085832,Stella,Fingal County Council,Swords LEA-7,53.40144,-6.23972,Private room,140,1,36,2024-06-22,1.32,1,88,3
36902853,Private room in friendly home Near airport,125122317,Katayi,Fingal County Council,Swords LEA-7,53.40606801,-6.256132834,Private room,160,1,7,2023-06-01,0.42,4,179,0
36905677,GRAB HOUSE Swords,574620446,Alexandra Cristina,Fingal County Council,Swords LEA-7,53.47376091,-6.249402838,Entire home/apt,479,1,1,2024-08-24,1,1,353,1
36905981,King Bed with shared Bath,580144310,Manoj,Fingal County Council,Ongar LEA-5,53.4041232,-6.4212793,Private room,80,1,2,2024-09-08,2,6,341,2
36911332,Room with Bunk 3 Bed. Shared Bathroom,580144310,Manoj,Fingal County Council,Ongar LEA-5,53.4041232,-6.4212793,Private room,80,1,3,2024-08-31,3,6,337,3
36913149,Wayne's  studio,72233489,Wayne,Fingal County Council,Ongar LEA-5,53.40279612,-6.432218468,Entire home/apt,100,1,2,2024-08-06,1.11,1,159,2
36927182,Modern Clonsilla Townhouse Sleeps 6,481644312,Andy,Fingal County Council,Ongar LEA-5,53.3914618,-6.432502885,Entire home/apt,288,1,9,2024-08-31,1.2,5,327,9
36930918,✨Clean Modern [Near Airport & City] 2Beds & Sofa B,104376837,Mike,Fingal County Council,Ongar LEA-5,53.39466,-6.43792,Entire home/apt,155,1,68,2024-07-15,1.84,4,341,4
36931587,Studio with Private Kitchen,40105593,Amit,Fingal County Council,Ongar LEA-5,53.39185797,-6.44684962,Entire home/apt,131,1,2,2024-06-15,0.51,2,59,2
36940602,Ensuite room with King Bed,580144310,Manoj,Fingal County Council,Ongar LEA-5,53.4041232,-6.4212793,Private room,90,1,5,2024-09-11,5,6,20,5
36941787,Room with Private Bath in Apartment Blancharstown,576728014,Uzma,Fingal County Council,Ongar LEA-5,53.38830262,-6.441333435,Private room,106,1,1,2024-09-06,1,1,353,1
36954141,Spacious ensuit loft bedroom,62022357,Mariam,Fingal County Council,Ongar LEA-5,53.40271634,-6.414517291,Private room,80,1,2,2024-08-29,2,1,90,2
36959080,Genuine comfort of a quiet neighborhood,226605020,Samin,Fingal County Council,Ongar LEA-5,53.39769336,-6.409190902,Private room,90,1,10,2024-07-01,1.38,1,11,10
36959812,Clonsilla Double Room: 30 min to Dublin Connolly!,26740861,Pádraig,Fingal County Council,Ongar LEA-5,53.38769,-6.42893,Private room,93,2,10,2024-08-26,0.37,1,350,3
36965092,Phibblestown Wood Guest Apt,498913292,Wes,Fingal County Council,Ongar LEA-5,53.39713,-6.43832,Entire home/apt,146,1,5,2024-09-09,5,1,325,5
36966128,Stunning guest house in Dublin,65604080,Julia,Fingal County Council,Ongar LEA-5,53.40458555,-6.415138878,Entire home/apt,132,2,46,2024-08-27,2.7,7,68,26
36977242,Entire home in Clonsilla Ireland,142216370,Sukh,Fingal County Council,Ongar LEA-5,53.38848391,-6.424991852,Entire home/apt,200,3,10,2024-09-08,2.14,2,163,10
36998801,The Lulu's,72359233,Cian,Fingal County Council,Ongar LEA-5,53.4013573,-6.4395088,Entire home/apt,109,1,151,2024-09-05,8.28,1,58,84
37004420,Private room for a perfect stay,486295887,Vera,Fingal County Council,Ongar LEA-5,53.39797,-6.41937,Private room,81,3,26,2024-08-21,1.38,1,12,11
37015037,"Modern 4 Bed House, easy access to Airport, Dublin",142216370,Sukh,Fingal County Council,Ongar LEA-5,53.40264634,-6.437001685,Entire home/apt,205,3,211,2024-09-09,3.14,2,149,27
37015384,Yellow Furze,516877240,Margaret,Clare County Council,Ennistimon LEA-4,53.013647,-9.3828553,Private room,95,1,176,2024-09-08,11.23,1,27,117
37029280,Hardy’s Cottage - a quiet hideaway close to Doolin,195356981,Susan,Clare County Council,Ennistimon LEA-4,53.00258,-9.34031,Entire home/apt,130,2,121,2024-08-24,3,1,130,42
37029700,Doolin Village Private Double ensuite room,6140175,Lanelodge,Clare County Council,Ennistimon LEA-4,53.01281,-9.38728,Private room,121,2,487,2024-08-15,3.58,3,299,28
37030720,A beautiful home in Castleknock,577779836,Neo,Fingal County Council,Castleknock LEA-6,53.37262986,-6.384515507,Private room,136,2,3,2024-08-26,1.11,1,83,3
37034621,Private Ensuite Bedroom,552437047,Aidan,Fingal County Council,Castleknock LEA-6,53.3708424,-6.371557212,Private room,85,3,3,2024-06-03,0.51,2,20,3
37035875,Private bedroom,552437047,Aidan,Fingal County Council,Castleknock LEA-6,53.37089532,-6.371435416,Private room,78,3,3,2024-05-26,0.5,2,19,3
37039207,Spacious 2-bed apartment with WiFi and workspace,51935725,Karen,Fingal County Council,Castleknock LEA-6,53.37361,-6.3378,Entire home/apt,150,3,38,2024-08-26,1.67,1,13,17
37049471,Lovely 2 bedroom condo in exclusive development.,423528681,John,Fingal County Council,Castleknock LEA-6,53.37388562,-6.335474918,Entire home/apt,197,2,120,2024-08-22,3.91,1,292,46
37052209,Double Room in Castleknock next to bus and train,136791673,Declan,Fingal County Council,Castleknock LEA-6,53.38109,-6.36619,Private room,97,1,5,2024-09-08,5,3,188,5
37071000,Nessas place,568893687,Alex,Fingal County Council,Castleknock LEA-6,53.3747542,-6.393110508,Private room,232,2,4,2024-08-25,1.03,2,233,4
37071350,Double room in Blanschanstown,25383784,Sabrina,Fingal County Council,Castleknock LEA-6,53.38219027,-6.395192837,Private room,131,1,1,2018-09-04,0.01,2,29,0
37074943,ZZZ Clonsilla Dublin 15,7069462,Micheal,Fingal County Council,Castleknock LEA-6,53.38315,-6.41383,Entire home/apt,728,3,5,2020-02-03,0.07,16,308,0
37083580,Sammy's Suburban Sanctuary,62059815,Judith,Fingal County Council,Castleknock LEA-6,53.37661197,-6.402120441,Private room,91,1,7,2024-08-31,1.56,1,162,7
37088483,Spacious 3 bed for longer stays!,115701870,Mary,Fingal County Council,Castleknock LEA-6,53.377342,-6.3699006,Entire home/apt,174,10,5,2024-08-11,0.91,2,236,5
37106833,Room in Dublin 15,203545798,Karen,Fingal County Council,Castleknock LEA-6,53.37676156,-6.396966359,Private room,500,1,3,2024-08-25,1.02,3,20,3
37107622,Stylish double overlooking Phoenix park,447343700,Leona,Fingal County Council,Castleknock LEA-6,53.36693573,-6.357919216,Private room,80,1,71,2023-11-25,2.33,4,69,15
37117267,Guesthouse with parking and private entrance,199780852,Elena,Fingal County Council,Castleknock LEA-6,53.38950277,-6.385194252,Entire home/apt,116,1,38,2024-09-08,3.15,1,112,38
37120780,"Lovely room, King size bed & Full Private Bathroom",69309406,Eóin,Fingal County Council,Castleknock LEA-6,53.380238,-6.388097,Private room,75,1,131,2024-08-27,4.52,1,77,39
37123642,Lovely house in Castleknock Two beds *with Cat*,122991881,Angela,Fingal County Council,Castleknock LEA-6,53.37736,-6.37568,Entire home/apt,125,2,3,2024-08-02,1.1,1,11,3
37135963,Cosy Apartment 20 minute drive to the airport,19626195,Andrea,Fingal County Council,Castleknock LEA-6,53.36831,-6.37299,Entire home/apt,145,7,70,2024-08-05,0.66,1,7,2
37139185,Spacious & bright parkside 2 bed apt.,260754933,Aimee,Fingal County Council,Castleknock LEA-6,53.37168,-6.33462,Entire home/apt,180,15,30,2024-08-01,0.53,1,324,6
37144961,Z Lux 4 bed House  (Sleeps 8) beside Train Station,151128160,Kevin,Fingal County Council,Castleknock LEA-6,53.38236,-6.39267,Entire home/apt,350,14,41,2024-01-06,0.49,13,168,2
37146569,"Luxurious master bedroom & ensuite, Castleknock",43924896,Sinead,Fingal County Council,Castleknock LEA-6,53.36777,-6.37416,Private room,77,2,64,2024-09-11,0.75,1,126,10
37151981,Clonsilla Dublin 15 - 5 Bedrooms,7069462,Micheal,Fingal County Council,Castleknock LEA-6,53.38315,-6.41383,Entire home/apt,330,2,269,2024-08-19,2.5,16,321,46
37154083,Phoenix park Apartment,187957129,Gary,Fingal County Council,Castleknock LEA-6,53.3719062,-6.336027945,Private room,104,1,1,2024-08-26,1,1,365,1
37165909,Newly renovated stunning double in penthouse,447343700,Leona,Fingal County Council,Castleknock LEA-6,53.36693573,-6.357919216,Private room,90,1,40,2023-11-12,1.3,4,148,8
